# suspend-061314-132803 skynet disk 3.15.0-latest
# tracer: nop
#
# entries-in-buffer/entries-written: 730/730   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-2800  [004] ...1   113.065021: tracing_mark_write: SUSPEND START
 analyze_suspend-2662  [004] ....   113.402540: device_pm_callback_start: usb usb1, parent: 0000:00:1a.0, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402540: device_pm_callback_end: usb usb1, err=0
 analyze_suspend-2662  [004] ....   113.402541: device_pm_callback_start: usb usb2, parent: 0000:00:1d.0, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402542: device_pm_callback_end: usb usb2, err=0
 analyze_suspend-2662  [004] ....   113.402543: device_pm_callback_start: usb usb3, parent: 0000:00:14.0, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402543: device_pm_callback_end: usb usb3, err=0
 analyze_suspend-2662  [004] ....   113.402544: device_pm_callback_start: usb 1-1, parent: usb1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402544: device_pm_callback_end: usb 1-1, err=0
 analyze_suspend-2662  [004] ....   113.402546: device_pm_callback_start: usb usb4, parent: 0000:00:14.0, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402546: device_pm_callback_end: usb usb4, err=0
 analyze_suspend-2662  [004] ....   113.402548: device_pm_callback_start: usb 2-1, parent: usb2, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402549: device_pm_callback_end: usb 2-1, err=0
 analyze_suspend-2662  [004] ....   113.402551: device_pm_callback_start: usb 3-3, parent: usb3, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402551: device_pm_callback_end: usb 3-3, err=0
 analyze_suspend-2662  [004] ....   113.402555: device_pm_callback_start: usb 1-1.1, parent: 1-1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402555: device_pm_callback_end: usb 1-1.1, err=0
 analyze_suspend-2662  [004] ....   113.402556: device_pm_callback_start: usb 1-1.2, parent: 1-1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402556: device_pm_callback_end: usb 1-1.2, err=0
 analyze_suspend-2662  [004] ....   113.402564: device_pm_callback_start: scsi host0, parent: ata1, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402564: device_pm_callback_end: scsi host0, err=0
 analyze_suspend-2662  [004] ....   113.402565: device_pm_callback_start: scsi host1, parent: ata2, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402565: device_pm_callback_end: scsi host1, err=0
 analyze_suspend-2662  [004] ....   113.402566: device_pm_callback_start: scsi host2, parent: ata3, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402566: device_pm_callback_end: scsi host2, err=0
 analyze_suspend-2662  [004] ....   113.402566: device_pm_callback_start: scsi host3, parent: ata4, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402566: device_pm_callback_end: scsi host3, err=0
 analyze_suspend-2662  [004] ....   113.402567: device_pm_callback_start: scsi host4, parent: ata5, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402567: device_pm_callback_end: scsi host4, err=0
 analyze_suspend-2662  [004] ....   113.402568: device_pm_callback_start: scsi host5, parent: ata6, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402568: device_pm_callback_end: scsi host5, err=0
 analyze_suspend-2662  [004] ....   113.402568: device_pm_callback_start: usb 1-1.4, parent: 1-1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402568: device_pm_callback_end: usb 1-1.4, err=0
 analyze_suspend-2662  [004] ....   113.402570: device_pm_callback_start: usb 1-1.5, parent: 1-1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402570: device_pm_callback_end: usb 1-1.5, err=0
 analyze_suspend-2662  [004] ....   113.402572: device_pm_callback_start: scsi target0:0:0, parent: host0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402572: device_pm_callback_end: scsi target0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402572: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402573: device_pm_callback_end: sd 0:0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402574: device_pm_callback_start: scsi target5:0:0, parent: host5, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402575: device_pm_callback_end: scsi target5:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402575: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402575: device_pm_callback_end: sr 5:0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402577: device_pm_callback_start: usb 4-3, parent: usb4, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402578: device_pm_callback_end: usb 4-3, err=0
 analyze_suspend-2662  [004] ....   113.402581: device_pm_callback_start: usb 2-1.8, parent: 2-1, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402581: device_pm_callback_end: usb 2-1.8, err=0
 analyze_suspend-2662  [004] ....   113.402582: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402583: device_pm_callback_end: scsi host6, err=0
 analyze_suspend-2662  [004] ....   113.402583: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402583: device_pm_callback_end: usb 1-1.4.3, err=0
 analyze_suspend-2662  [004] ....   113.402584: device_pm_callback_start: usb 4-3.4, parent: 4-3, preparing type [freeze]
 analyze_suspend-2662  [004] ....   113.402585: device_pm_callback_end: usb 4-3.4, err=0
 analyze_suspend-2662  [004] ....   113.402585: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402585: device_pm_callback_end: scsi host7, err=0
 analyze_suspend-2662  [004] ....   113.402586: device_pm_callback_start: scsi target6:0:0, parent: host6, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402586: device_pm_callback_end: scsi target6:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402587: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402587: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402588: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402588: device_pm_callback_end: sd 6:0:0:1, err=0
 analyze_suspend-2662  [004] ....   113.402589: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402589: device_pm_callback_end: sd 6:0:0:2, err=0
 analyze_suspend-2662  [004] ....   113.402590: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402590: device_pm_callback_end: sd 6:0:0:3, err=0
 analyze_suspend-2662  [004] ....   113.402593: device_pm_callback_start: scsi target7:0:0, parent: host7, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402593: device_pm_callback_end: scsi target7:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402593: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, preparing bus [freeze]
 analyze_suspend-2662  [004] ....   113.402593: device_pm_callback_end: sd 7:0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.402611: suspend_resume: dpm_prepare[1] end
 analyze_suspend-2662  [004] ....   113.402613: suspend_resume: dpm_suspend[1] begin
 analyze_suspend-2662  [004] ....   113.402626: device_pm_callback_start: tuner 7-0061, parent: i2c-7, bus [freeze]
 analyze_suspend-2662  [004] ....   113.402627: device_pm_callback_end: tuner 7-0061, err=0
 analyze_suspend-2662  [004] ....   113.402630: device_pm_callback_start: au8522 7-0047, parent: i2c-7, bus [freeze]
 analyze_suspend-2662  [004] ....   113.402630: device_pm_callback_end: au8522 7-0047, err=0
 analyze_suspend-2662  [004] ....   113.402634: device_pm_callback_start: rfkill rfkill1, parent: phy0, legacy class [freeze]
 analyze_suspend-2662  [004] ....   113.402635: device_pm_callback_end: rfkill rfkill1, err=0
 analyze_suspend-2662  [004] ....   113.402637: device_pm_callback_start: ieee80211 phy0, parent: 0000:01:00.0, legacy class [freeze]
 analyze_suspend-2662  [004] ....   113.415078: device_pm_callback_end: ieee80211 phy0, err=0
 analyze_suspend-2662  [004] ....   113.415082: device_pm_callback_start: i2c i2c-7, parent: 1-1.1, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415082: device_pm_callback_end: i2c i2c-7, err=0
 analyze_suspend-2662  [004] ....   113.415086: device_pm_callback_start: input input16, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415086: device_pm_callback_end: input input16, err=0
 analyze_suspend-2662  [004] ....   113.415088: device_pm_callback_start: input input15, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415089: device_pm_callback_end: input input15, err=0
 analyze_suspend-2662  [004] ....   113.415090: device_pm_callback_start: input input14, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415090: device_pm_callback_end: input input14, err=0
 analyze_suspend-2662  [004] ....   113.415092: device_pm_callback_start: input input13, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415092: device_pm_callback_end: input input13, err=0
 analyze_suspend-2662  [004] ....   113.415093: device_pm_callback_start: input input12, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415094: device_pm_callback_end: input input12, err=0
 analyze_suspend-2662  [004] ....   113.415095: device_pm_callback_start: input input11, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415095: device_pm_callback_end: input input11, err=0
 analyze_suspend-2662  [004] ....   113.415096: device_pm_callback_start: input input10, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415097: device_pm_callback_end: input input10, err=0
 analyze_suspend-2662  [004] ....   113.415098: device_pm_callback_start: input input9, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415098: device_pm_callback_end: input input9, err=0
 analyze_suspend-2662  [004] ....   113.415100: device_pm_callback_start: input input8, parent: card0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415100: device_pm_callback_end: input input8, err=0
 analyze_suspend-2662  [004] ....   113.415106: device_pm_callback_start: coretemp coretemp.0, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415107: device_pm_callback_end: coretemp coretemp.0, err=0
 analyze_suspend-2662  [004] ....   113.415108: device_pm_callback_start: rfkill rfkill0, parent: hci0, legacy class [freeze]
 analyze_suspend-2662  [004] ....   113.415109: device_pm_callback_end: rfkill rfkill0, err=0
 analyze_suspend-2662  [004] ....   113.415111: device_pm_callback_start: input input7, parent: LNXVIDEO:00, type [freeze]
 analyze_suspend-2662  [004] .N..   113.415124: device_pm_callback_end: input input7, err=0
 analyze_suspend-2662  [004] ....   113.415132: device_pm_callback_start: backlight acpi_video0, parent: 0000:00:02.0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415133: device_pm_callback_end: backlight acpi_video0, err=0
 analyze_suspend-2662  [004] ....   113.415135: device_pm_callback_start: i2c i2c-6, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415135: device_pm_callback_end: i2c i2c-6, err=0
 analyze_suspend-2662  [004] ....   113.415137: device_pm_callback_start: drm card0-DP-1, parent: card0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415137: device_pm_callback_end: drm card0-DP-1, err=0
 analyze_suspend-2662  [004] ....   113.415139: device_pm_callback_start: drm card0-HDMI-A-1, parent: card0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415139: device_pm_callback_end: drm card0-HDMI-A-1, err=0
 analyze_suspend-2662  [004] ....   113.415140: device_pm_callback_start: drm card0-VGA-1, parent: card0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415140: device_pm_callback_end: drm card0-VGA-1, err=0
 analyze_suspend-2662  [004] ....   113.415142: device_pm_callback_start: i2c i2c-5, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415142: device_pm_callback_end: i2c i2c-5, err=0
 analyze_suspend-2662  [004] ....   113.415143: device_pm_callback_start: i2c i2c-4, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415143: device_pm_callback_end: i2c i2c-4, err=0
 analyze_suspend-2662  [004] ....   113.415144: device_pm_callback_start: i2c i2c-3, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415144: device_pm_callback_end: i2c i2c-3, err=0
 analyze_suspend-2662  [004] ....   113.415145: device_pm_callback_start: i2c i2c-2, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415146: device_pm_callback_end: i2c i2c-2, err=0
 analyze_suspend-2662  [004] ....   113.415147: device_pm_callback_start: i2c i2c-1, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415147: device_pm_callback_end: i2c i2c-1, err=0
 analyze_suspend-2662  [004] ....   113.415148: device_pm_callback_start: i2c i2c-0, parent: 0000:00:02.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415149: device_pm_callback_end: i2c i2c-0, err=0
 analyze_suspend-2662  [004] ....   113.415150: device_pm_callback_start: drm card0, parent: 0000:00:02.0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415150: device_pm_callback_end: drm card0, err=0
 analyze_suspend-2662  [004] ....   113.415152: device_pm_callback_start: drm controlD64, parent: 0000:00:02.0, class [freeze]
 analyze_suspend-2662  [004] ....   113.415152: device_pm_callback_end: drm controlD64, err=0
 analyze_suspend-2662  [004] ....   113.415153: device_pm_callback_start: platform regulatory.0, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415154: device_pm_callback_end: platform regulatory.0, err=0
 analyze_suspend-2662  [004] ....   113.415158: device_pm_callback_start: platform iTCO_wdt, parent: 0000:00:1f.0, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415159: device_pm_callback_end: platform iTCO_wdt, err=0
 analyze_suspend-2662  [004] ....   113.415161: device_pm_callback_start: dcdbas dcdbas, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415161: device_pm_callback_end: dcdbas dcdbas, err=0
 analyze_suspend-2662  [004] ....   113.415181: device_pm_callback_start: input input5, parent: 0003:04CA:0027.0002, type [freeze]
 analyze_suspend-2662  [004] .N..   113.415186: device_pm_callback_end: input input5, err=0
 analyze_suspend-2662  [004] ....   113.415191: device_pm_callback_start: input input4, parent: 0003:04CA:0027.0001, type [freeze]
 analyze_suspend-2662  [004] .N..   113.415197: device_pm_callback_end: input input4, err=0
   kworker/u16:3-189   [001] ....   113.415197: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415200: device_pm_callback_end: sd 7:0:0:0, err=0
   kworker/u16:3-189   [001] ....   113.415207: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415207: device_pm_callback_end: sd 6:0:0:3, err=0
   kworker/u16:4-190   [000] ....   113.415208: device_pm_callback_start: scsi target7:0:0, parent: host7, bus [freeze]
   kworker/u16:4-190   [000] ....   113.415209: device_pm_callback_end: scsi target7:0:0, err=0
   kworker/u16:3-189   [001] ....   113.415210: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415211: device_pm_callback_end: sd 6:0:0:2, err=0
   kworker/u16:4-190   [000] ....   113.415213: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415213: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415214: device_pm_callback_end: sd 6:0:0:0, err=0
   kworker/u16:4-190   [000] ....   113.415214: device_pm_callback_end: sd 6:0:0:1, err=0
   kworker/u16:3-189   [001] ....   113.415216: device_pm_callback_start: scsi target6:0:0, parent: host6, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415216: device_pm_callback_end: scsi target6:0:0, err=0
   kworker/u16:3-189   [001] ....   113.415218: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, bus [freeze]
   kworker/u16:3-189   [001] ....   113.415219: device_pm_callback_end: scsi host7, err=0
   kworker/u16:3-189   [001] ....   113.415231: device_pm_callback_start: usb 4-3.4, parent: 4-3, type [freeze]
   kworker/u16:3-189   [001] ....   113.415233: device_pm_callback_end: usb 4-3.4, err=0
   kworker/u16:5-191   [002] ....   113.415236: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, bus [freeze]
   kworker/u16:4-190   [000] ....   113.415236: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, type [freeze]
   kworker/u16:5-191   [002] ....   113.415237: device_pm_callback_end: scsi host6, err=0
   kworker/u16:4-190   [000] ....   113.415237: device_pm_callback_end: usb 1-1.4.3, err=0
   kworker/u16:4-190   [000] ....   113.415244: device_pm_callback_start: usb 2-1.8, parent: 2-1, type [freeze]
   kworker/u16:4-190   [000] ....   113.415245: device_pm_callback_end: usb 2-1.8, err=0
   kworker/u16:4-190   [000] ....   113.415248: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, bus [freeze]
   kworker/u16:4-190   [000] ....   113.415250: device_pm_callback_end: sr 5:0:0:0, err=0
   kworker/u16:5-191   [002] ....   113.415252: device_pm_callback_start: usb 4-3, parent: usb4, type [freeze]
   kworker/u16:4-190   [000] ....   113.415255: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, bus [freeze]
   kworker/u16:8-194   [003] ....   113.415256: device_pm_callback_start: scsi target5:0:0, parent: host5, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415256: device_pm_callback_start: rtc rtc0, parent: 00:02, class [freeze]
   kworker/u16:4-190   [000] ....   113.415256: device_pm_callback_end: sd 0:0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.415257: device_pm_callback_end: rtc rtc0, err=0
   kworker/u16:8-194   [003] ....   113.415257: device_pm_callback_end: scsi target5:0:0, err=0
   kworker/u16:3-189   [000] ....   113.415265: device_pm_callback_start: scsi target0:0:0, parent: host0, bus [freeze]
   kworker/u16:3-189   [000] ....   113.415265: device_pm_callback_end: scsi target0:0:0, err=0
 analyze_suspend-2662  [004] ....   113.415269: device_pm_callback_start: i8042 i8042, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415270: device_pm_callback_end: i8042 i8042, err=0
   kworker/u16:2-188   [007] ....   113.415273: device_pm_callback_start: scsi host5, parent: ata6, bus [freeze]
   kworker/u16:2-188   [007] ....   113.415273: device_pm_callback_end: scsi host5, err=0
   kworker/u16:1-78    [006] ....   113.415276: device_pm_callback_start: scsi host4, parent: ata5, bus [freeze]
   kworker/u16:0-6     [001] ....   113.415277: device_pm_callback_start: scsi host3, parent: ata4, bus [freeze]
   kworker/u16:0-6     [001] ....   113.415277: device_pm_callback_end: scsi host3, err=0
   kworker/u16:1-78    [006] ....   113.415277: device_pm_callback_end: scsi host4, err=0
   kworker/u16:3-189   [000] ....   113.415277: device_pm_callback_start: usb 1-1.4, parent: 1-1, type [freeze]
   kworker/u16:3-189   [000] ....   113.415278: device_pm_callback_end: usb 1-1.4, err=0
   kworker/u16:2-188   [007] ....   113.415278: device_pm_callback_start: scsi host2, parent: ata3, bus [freeze]
   kworker/u16:2-188   [007] ....   113.415279: device_pm_callback_end: scsi host2, err=0
   kworker/u16:7-193   [002] ....   113.415279: device_pm_callback_start: scsi host1, parent: ata2, bus [freeze]
   kworker/u16:7-193   [002] ....   113.415279: device_pm_callback_end: scsi host1, err=0
   kworker/u16:8-194   [003] ....   113.415282: device_pm_callback_start: scsi host0, parent: ata1, bus [freeze]
   kworker/u16:8-194   [003] ....   113.415283: device_pm_callback_end: scsi host0, err=0
   kworker/u16:1-78    [006] ....   113.415283: device_pm_callback_start:  ata6, parent: 0000:00:1f.2, type [freeze]
   kworker/u16:0-6     [001] ....   113.415283: device_pm_callback_start:  ata5, parent: 0000:00:1f.2, type [freeze]
   kworker/u16:3-189   [000] ....   113.415284: device_pm_callback_start:  ata4, parent: 0000:00:1f.2, type [freeze]
   kworker/u16:2-188   [007] ....   113.415285: device_pm_callback_start:  ata3, parent: 0000:00:1f.2, type [freeze]
   kworker/u16:7-193   [002] ....   113.415285: device_pm_callback_start:  ata2, parent: 0000:00:1f.2, type [freeze]
   kworker/u16:8-194   [003] ....   113.415287: device_pm_callback_start:  ata1, parent: 0000:00:1f.2, type [freeze]
 analyze_suspend-2662  [004] ....   113.415289: device_pm_callback_start: platform Fixed MDIO bus.0, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415290: device_pm_callback_end: platform Fixed MDIO bus.0, err=0
   kworker/u16:0-6     [001] ....   113.415312: device_pm_callback_end:  ata5, err=0
   kworker/u16:0-6     [001] ....   113.415319: device_pm_callback_start: usb 1-1.2, parent: 1-1, type [freeze]
 analyze_suspend-2662  [004] ....   113.415323: device_pm_callback_start: serial8250 serial8250, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415324: device_pm_callback_end: serial8250 serial8250, err=0
 analyze_suspend-2662  [004] ....   113.415330: device_pm_callback_start: input input1, parent: LNXPWRBN:00, type [freeze]
   kworker/u16:1-78    [001] ....   113.415331: device_pm_callback_end:  ata6, err=0
 analyze_suspend-2662  [004] .N..   113.415337: device_pm_callback_end: input input1, err=0
   kworker/u16:1-78    [001] ....   113.415337: device_pm_callback_start: usb 1-1.1, parent: 1-1, type [freeze]
   kworker/u16:3-189   [000] ....   113.415339: device_pm_callback_end:  ata4, err=0
 analyze_suspend-2662  [004] ....   113.415343: device_pm_callback_start: input input0, parent: PNP0C0C:00, type [freeze]
   kworker/u16:3-189   [000] ....   113.415346: device_pm_callback_start: usb 3-3, parent: usb3, type [freeze]
   kworker/u16:3-189   [000] ....   113.415347: device_pm_callback_end: usb 3-3, err=0
 analyze_suspend-2662  [004] .N..   113.415349: device_pm_callback_end: input input0, err=0
   kworker/u16:5-191   [003] ....   113.415353: device_pm_callback_end: usb 4-3, err=0
   kworker/u16:3-189   [000] ....   113.415355: device_pm_callback_start: usb 2-1, parent: usb2, type [freeze]
   kworker/u16:2-188   [007] ....   113.415359: device_pm_callback_end:  ata3, err=0
 analyze_suspend-2662  [004] ....   113.415360: device_pm_callback_start: alarmtimer alarmtimer, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415360: device_pm_callback_end: alarmtimer alarmtimer, err=0
   kworker/u16:5-191   [003] ....   113.415361: device_pm_callback_start: usb usb4, parent: 0000:00:14.0, type [freeze]
 analyze_suspend-2662  [004] ....   113.415364: device_pm_callback_start: vesa-framebuffer vesa-framebuffer.0, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415364: device_pm_callback_end: vesa-framebuffer vesa-framebuffer.0, err=0
 analyze_suspend-2662  [004] ....   113.415366: device_pm_callback_start: platform pcspkr, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415366: device_pm_callback_end: platform pcspkr, err=0
   kworker/u16:7-193   [006] ....   113.415367: device_pm_callback_end:  ata2, err=0
 analyze_suspend-2662  [004] ....   113.415368: device_pm_callback_start: platform microcode, parent: platform, bus [freeze]
 analyze_suspend-2662  [004] ....   113.415369: device_pm_callback_end: platform microcode, err=0
   kworker/u16:4-190   [007] ....   113.415371: device_pm_callback_start: usb 1-1.5, parent: 1-1, type [freeze]
