# suspend-061314-132459 skynet mem 3.15.0-latest
# tracer: nop
#
# entries-in-buffer/entries-written: 744/744   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-4260  [007] ...1   550.702681: tracing_mark_write: SUSPEND START
 analyze_suspend-4122  [004] ....   550.850359: device_pm_callback_start: scsi host2, parent: ata3, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850360: device_pm_callback_end: scsi host2, err=0
 analyze_suspend-4122  [004] ....   550.850360: device_pm_callback_start: scsi host3, parent: ata4, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850360: device_pm_callback_end: scsi host3, err=0
 analyze_suspend-4122  [004] ....   550.850360: device_pm_callback_start: scsi host4, parent: ata5, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850361: device_pm_callback_end: scsi host4, err=0
 analyze_suspend-4122  [004] ....   550.850361: device_pm_callback_start: scsi host5, parent: ata6, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850361: device_pm_callback_end: scsi host5, err=0
 analyze_suspend-4122  [004] ....   550.850362: device_pm_callback_start: scsi target0:0:0, parent: host0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850362: device_pm_callback_end: scsi target0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850362: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850362: device_pm_callback_end: sd 0:0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850364: device_pm_callback_start: scsi target5:0:0, parent: host5, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850364: device_pm_callback_end: scsi target5:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850364: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850364: device_pm_callback_end: sr 5:0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850366: device_pm_callback_start: usb 1-1.4, parent: 1-1, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850366: device_pm_callback_end: usb 1-1.4, err=0
 analyze_suspend-4122  [004] ....   550.850367: device_pm_callback_start: usb 1-1.5, parent: 1-1, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850367: device_pm_callback_end: usb 1-1.5, err=0
 analyze_suspend-4122  [004] ....   550.850369: device_pm_callback_start: usb 4-3, parent: usb4, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850369: device_pm_callback_end: usb 4-3, err=0
 analyze_suspend-4122  [004] ....   550.850370: device_pm_callback_start: usb 2-1.8, parent: 2-1, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850370: device_pm_callback_end: usb 2-1.8, err=0
 analyze_suspend-4122  [004] ....   550.850371: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850371: device_pm_callback_end: usb 1-1.4.3, err=0
 analyze_suspend-4122  [004] ....   550.850372: device_pm_callback_start: usb 4-3.4, parent: 4-3, preparing type [suspend]
 analyze_suspend-4122  [004] ....   550.850373: device_pm_callback_end: usb 4-3.4, err=0
 analyze_suspend-4122  [004] ....   550.850380: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850381: device_pm_callback_end: scsi host6, err=0
 analyze_suspend-4122  [004] ....   550.850381: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850381: device_pm_callback_end: scsi host7, err=0
 analyze_suspend-4122  [004] ....   550.850386: device_pm_callback_start: scsi target7:0:0, parent: host7, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850386: device_pm_callback_end: scsi target7:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850387: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850387: device_pm_callback_end: sd 7:0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850388: device_pm_callback_start: scsi target6:0:0, parent: host6, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850388: device_pm_callback_end: scsi target6:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850389: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850389: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850390: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850390: device_pm_callback_end: sd 6:0:0:1, err=0
 analyze_suspend-4122  [004] ....   550.850391: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850391: device_pm_callback_end: sd 6:0:0:2, err=0
 analyze_suspend-4122  [004] ....   550.850392: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-4122  [004] ....   550.850392: device_pm_callback_end: sd 6:0:0:3, err=0
 analyze_suspend-4122  [004] ....   550.850398: suspend_resume: dpm_prepare[2] end
 analyze_suspend-4122  [004] ....   550.850398: suspend_resume: dpm_suspend[2] begin
 analyze_suspend-4122  [004] ....   550.850409: device_pm_callback_start: tuner 7-0061, parent: i2c-7, bus [suspend]
 analyze_suspend-4122  [004] ....   550.850410: device_pm_callback_end: tuner 7-0061, err=0
 analyze_suspend-4122  [004] ....   550.850412: device_pm_callback_start: au8522 7-0047, parent: i2c-7, bus [suspend]
 analyze_suspend-4122  [004] ....   550.850412: device_pm_callback_end: au8522 7-0047, err=0
 analyze_suspend-4122  [004] ....   550.850413: device_pm_callback_start: i2c i2c-7, parent: 1-1.1, bus [suspend]
 analyze_suspend-4122  [004] ....   550.850413: device_pm_callback_end: i2c i2c-7, err=0
 analyze_suspend-4122  [004] ....   550.850416: device_pm_callback_start: input input16, parent: 0003:04CA:0027.0002, type [suspend]
 analyze_suspend-4122  [004] .N..   550.850425: device_pm_callback_end: input input16, err=0
 analyze_suspend-4122  [004] ....   550.850433: device_pm_callback_start: input input15, parent: 0003:04CA:0027.0001, type [suspend]
 analyze_suspend-4122  [004] .N..   550.850438: device_pm_callback_end: input input15, err=0
   kworker/u16:0-6     [000] ....   550.850450: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, bus [suspend]
   kworker/u16:0-6     [000] ....   550.850454: device_pm_callback_end: sd 6:0:0:3, err=0
   kworker/u16:6-192   [002] ....   550.850455: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, bus [suspend]
   kworker/u16:0-6     [000] ....   550.850457: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, bus [suspend]
   kworker/u16:6-192   [002] ....   550.850457: device_pm_callback_end: sd 6:0:0:2, err=0
   kworker/u16:0-6     [000] ....   550.850458: device_pm_callback_end: sd 6:0:0:1, err=0
   kworker/u16:2-188   [001] ....   550.850460: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, bus [suspend]
   kworker/u16:2-188   [001] ....   550.850462: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850465: device_pm_callback_start: leds ath9k-phy0, parent: 0000:01:00.0, class [suspend]
   kworker/u16:6-192   [002] ....   550.850466: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.850466: device_pm_callback_end: leds ath9k-phy0, err=0
   kworker/u16:5-191   [003] ....   550.850469: device_pm_callback_start: scsi target6:0:0, parent: host6, bus [suspend]
 analyze_suspend-4122  [004] ....   550.850470: device_pm_callback_start: rfkill rfkill1, parent: phy0, legacy class [suspend]
   kworker/u16:5-191   [003] ....   550.850470: device_pm_callback_end: scsi target6:0:0, err=0
 analyze_suspend-4122  [004] ....   550.850471: device_pm_callback_end: rfkill rfkill1, err=0
 analyze_suspend-4122  [004] ....   550.850472: device_pm_callback_start: ieee80211 phy0, parent: 0000:01:00.0, legacy class [suspend]
   kworker/u16:6-192   [002] ....   550.850539: device_pm_callback_end: sd 7:0:0:0, err=0
   kworker/u16:0-6     [000] ....   550.850544: device_pm_callback_start: scsi target7:0:0, parent: host7, bus [suspend]
   kworker/u16:0-6     [000] ....   550.850544: device_pm_callback_end: scsi target7:0:0, err=0
 analyze_suspend-4122  [004] ....   550.862756: device_pm_callback_end: ieee80211 phy0, err=0
 analyze_suspend-4122  [004] ....   550.862759: device_pm_callback_start: input input14, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862759: device_pm_callback_end: input input14, err=0
 analyze_suspend-4122  [004] ....   550.862761: device_pm_callback_start: input input13, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862761: device_pm_callback_end: input input13, err=0
 analyze_suspend-4122  [004] ....   550.862763: device_pm_callback_start: input input12, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862763: device_pm_callback_end: input input12, err=0
 analyze_suspend-4122  [004] ....   550.862764: device_pm_callback_start: input input11, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862764: device_pm_callback_end: input input11, err=0
 analyze_suspend-4122  [004] ....   550.862766: device_pm_callback_start: input input10, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862766: device_pm_callback_end: input input10, err=0
 analyze_suspend-4122  [004] ....   550.862767: device_pm_callback_start: input input9, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862768: device_pm_callback_end: input input9, err=0
 analyze_suspend-4122  [004] ....   550.862769: device_pm_callback_start: input input8, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862769: device_pm_callback_end: input input8, err=0
 analyze_suspend-4122  [004] ....   550.862771: device_pm_callback_start: input input7, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862771: device_pm_callback_end: input input7, err=0
 analyze_suspend-4122  [004] ....   550.862772: device_pm_callback_start: input input6, parent: card0, type [suspend]
 analyze_suspend-4122  [004] ....   550.862773: device_pm_callback_end: input input6, err=0
 analyze_suspend-4122  [004] ....   550.862782: device_pm_callback_start: input input5, parent: LNXVIDEO:00, type [suspend]
   kworker/u16:0-6     [000] ....   550.862783: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, bus [suspend]
   kworker/u16:0-6     [000] ....   550.862784: device_pm_callback_end: scsi host7, err=0
   kworker/u16:6-192   [002] ....   550.862785: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, bus [suspend]
   kworker/u16:6-192   [002] ....   550.862786: device_pm_callback_end: scsi host6, err=0
 analyze_suspend-4122  [004] .N..   550.862789: device_pm_callback_end: input input5, err=0
 analyze_suspend-4122  [004] ....   550.862795: device_pm_callback_start: backlight acpi_video0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862796: device_pm_callback_end: backlight acpi_video0, err=0
 analyze_suspend-4122  [004] ....   550.862798: device_pm_callback_start: i2c i2c-6, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862798: device_pm_callback_end: i2c i2c-6, err=0
 analyze_suspend-4122  [004] ....   550.862799: device_pm_callback_start: drm card0-DP-1, parent: card0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862800: device_pm_callback_end: drm card0-DP-1, err=0
 analyze_suspend-4122  [004] ....   550.862801: device_pm_callback_start: drm card0-HDMI-A-1, parent: card0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862801: device_pm_callback_end: drm card0-HDMI-A-1, err=0
 analyze_suspend-4122  [004] ....   550.862803: device_pm_callback_start: drm card0-VGA-1, parent: card0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862803: device_pm_callback_end: drm card0-VGA-1, err=0
 analyze_suspend-4122  [004] ....   550.862804: device_pm_callback_start: i2c i2c-5, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862804: device_pm_callback_end: i2c i2c-5, err=0
 analyze_suspend-4122  [004] ....   550.862805: device_pm_callback_start: i2c i2c-4, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862805: device_pm_callback_end: i2c i2c-4, err=0
 analyze_suspend-4122  [004] ....   550.862807: device_pm_callback_start: i2c i2c-3, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862807: device_pm_callback_end: i2c i2c-3, err=0
 analyze_suspend-4122  [004] ....   550.862808: device_pm_callback_start: i2c i2c-2, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862808: device_pm_callback_end: i2c i2c-2, err=0
 analyze_suspend-4122  [004] ....   550.862818: device_pm_callback_start: i2c i2c-1, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862818: device_pm_callback_end: i2c i2c-1, err=0
 analyze_suspend-4122  [004] ....   550.862819: device_pm_callback_start: i2c i2c-0, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862819: device_pm_callback_end: i2c i2c-0, err=0
 analyze_suspend-4122  [004] ....   550.862821: device_pm_callback_start: drm card0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862821: device_pm_callback_end: drm card0, err=0
 analyze_suspend-4122  [004] ....   550.862822: device_pm_callback_start: drm controlD64, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-4122  [004] ....   550.862823: device_pm_callback_end: drm controlD64, err=0
 analyze_suspend-4122  [004] ....   550.862825: device_pm_callback_start: coretemp coretemp.0, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862826: device_pm_callback_end: coretemp coretemp.0, err=0
 analyze_suspend-4122  [004] ....   550.862827: device_pm_callback_start: rfkill rfkill0, parent: hci0, legacy class [suspend]
 analyze_suspend-4122  [004] ....   550.862828: device_pm_callback_end: rfkill rfkill0, err=0
 analyze_suspend-4122  [004] ....   550.862830: device_pm_callback_start: platform regulatory.0, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862830: device_pm_callback_end: platform regulatory.0, err=0
 analyze_suspend-4122  [004] ....   550.862835: device_pm_callback_start: dcdbas dcdbas, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862835: device_pm_callback_end: dcdbas dcdbas, err=0
 analyze_suspend-4122  [004] ....   550.862836: device_pm_callback_start: platform iTCO_wdt, parent: 0000:00:1f.0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862836: device_pm_callback_end: platform iTCO_wdt, err=0
   kworker/u16:0-6     [000] ....   550.862847: device_pm_callback_start: usb 4-3.4, parent: 4-3, type [suspend]
   kworker/u16:2-188   [001] ....   550.862853: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, type [suspend]
   kworker/u16:6-192   [002] ....   550.862858: device_pm_callback_start: usb 2-1.8, parent: 2-1, type [suspend]
   kworker/u16:6-192   [002] ....   550.862860: device_pm_callback_end: usb 2-1.8, err=0
   kworker/u16:5-191   [003] ....   550.862872: device_pm_callback_start: usb 1-1.5, parent: 1-1, type [suspend]
   kworker/u16:3-189   [005] ....   550.862873: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, bus [suspend]
   kworker/u16:3-189   [005] ....   550.862875: device_pm_callback_end: sr 5:0:0:0, err=0
   kworker/u16:3-189   [005] ....   550.862877: device_pm_callback_start: scsi target5:0:0, parent: host5, bus [suspend]
   kworker/u16:3-189   [005] ....   550.862877: device_pm_callback_end: scsi target5:0:0, err=0
   kworker/u16:3-189   [005] ....   550.862880: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862892: device_pm_callback_start: rtc rtc0, parent: 00:02, class [suspend]
 analyze_suspend-4122  [004] ....   550.862892: device_pm_callback_end: rtc rtc0, err=0
 analyze_suspend-4122  [004] ....   550.862897: device_pm_callback_start: serio serio1, parent: i8042, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862898: device_pm_callback_end: serio serio1, err=0
 analyze_suspend-4122  [004] ....   550.862899: device_pm_callback_start: serio serio0, parent: i8042, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862899: device_pm_callback_end: serio serio0, err=0
 analyze_suspend-4122  [004] ....   550.862900: device_pm_callback_start: i8042 i8042, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862921: device_pm_callback_end: i8042 i8042, err=0
   kworker/u16:7-4261  [002] ....   550.862923: device_pm_callback_start: scsi host5, parent: ata6, bus [suspend]
   kworker/u16:7-4261  [002] ....   550.862924: device_pm_callback_end: scsi host5, err=0
   kworker/u16:7-4261  [002] ....   550.862926: device_pm_callback_start: scsi host4, parent: ata5, bus [suspend]
   kworker/u16:7-4261  [002] ....   550.862926: device_pm_callback_end: scsi host4, err=0
   kworker/u16:7-4261  [002] ....   550.862928: device_pm_callback_start: scsi host3, parent: ata4, bus [suspend]
   kworker/u16:7-4261  [002] ....   550.862928: device_pm_callback_end: scsi host3, err=0
   kworker/u16:7-4261  [002] ....   550.862930: device_pm_callback_start: scsi host2, parent: ata3, bus [suspend]
   kworker/u16:7-4261  [002] ....   550.862930: device_pm_callback_end: scsi host2, err=0
   kworker/u16:7-4261  [002] ....   550.862932: device_pm_callback_start: scsi host1, parent: ata2, bus [suspend]
   kworker/u16:7-4261  [002] ....   550.862933: device_pm_callback_end: scsi host1, err=0
 analyze_suspend-4122  [004] ....   550.862933: device_pm_callback_start: platform Fixed MDIO bus.0, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862933: device_pm_callback_end: platform Fixed MDIO bus.0, err=0
   kworker/u16:8-4262  [001] ....   550.862938: device_pm_callback_start:  ata6, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:9-4263  [003] ....   550.862952: device_pm_callback_start:  ata5, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-4122  [004] ....   550.862953: device_pm_callback_start: serial8250 serial8250, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862954: device_pm_callback_end: serial8250 serial8250, err=0
 analyze_suspend-4122  [004] ....   550.862959: device_pm_callback_start: input input1, parent: LNXPWRBN:00, type [suspend]
   kworker/u16:8-4262  [001] ....   550.862959: device_pm_callback_end:  ata6, err=0
   kworker/u16:8-4262  [001] ....   550.862962: device_pm_callback_start:  ata4, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-4122  [004] .N..   550.862964: device_pm_callback_end: input input1, err=0
 analyze_suspend-4122  [004] ....   550.862969: device_pm_callback_start: input input0, parent: PNP0C0C:00, type [suspend]
   kworker/u16:9-4263  [003] ....   550.862969: device_pm_callback_end:  ata5, err=0
 analyze_suspend-4122  [004] .N..   550.862973: device_pm_callback_end: input input0, err=0
   kworker/u16:9-4263  [003] ....   550.862973: device_pm_callback_start:  ata3, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:8-4262  [001] ....   550.862976: device_pm_callback_end:  ata4, err=0
  kworker/u16:10-4264  [005] ....   550.862979: device_pm_callback_start:  ata2, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-4122  [004] ....   550.862981: device_pm_callback_start: alarmtimer alarmtimer, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862981: device_pm_callback_end: alarmtimer alarmtimer, err=0
 analyze_suspend-4122  [004] ....   550.862984: device_pm_callback_start: vesa-framebuffer vesa-framebuffer.0, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862984: device_pm_callback_end: vesa-framebuffer vesa-framebuffer.0, err=0
 analyze_suspend-4122  [004] ....   550.862985: device_pm_callback_start: platform pcspkr, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862985: device_pm_callback_end: platform pcspkr, err=0
 analyze_suspend-4122  [004] ....   550.862987: device_pm_callback_start: platform microcode, parent: platform, bus [suspend]
 analyze_suspend-4122  [004] ....   550.862987: device_pm_callback_end: platform microcode, err=0
   kworker/u16:9-4263  [002] ....   550.862990: device_pm_callback_end:  ata3, err=0
   kworker/u16:9-4263  [002] ....   550.862996: device_pm_callback_start: usb 1-1.2, parent: 1-1, type [suspend]
  kworker/u16:10-4264  [005] ....   550.862999: device_pm_callback_end:  ata2, err=0
 analyze_suspend-4122  [004] ....   550.863004: device_pm_callback_start: system 00:07, parent: pnp0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.863005: device_pm_callback_end: system 00:07, err=0
  kworker/u16:11-4265  [003] ....   550.863006: device_pm_callback_start: usb 1-1.1, parent: 1-1, type [suspend]
 analyze_suspend-4122  [004] ....   550.863006: device_pm_callback_start: system 00:06, parent: pnp0, bus [suspend]
 analyze_suspend-4122  [004] ....   550.863007: device_pm_callback_end: system 00:06, err=0
 analyze_suspend-4122  [004] ....   550.863008: device_pm_callback_start: system 00:05, parent: pnp0, bus [suspend]
