# suspend-061314-131447 skynet freeze 3.15.0-latest
# tracer: nop
#
# entries-in-buffer/entries-written: 710/710   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-2942  [007] ...1   134.318885: tracing_mark_write: SUSPEND START
 analyze_suspend-2804  [006] ....   134.443972: device_pm_callback_start: pcieport 0000:00:1c.3, parent: pci0000:00, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443972: device_pm_callback_end: pcieport 0000:00:1c.3, err=0
 analyze_suspend-2804  [006] ....   134.443973: device_pm_callback_start: ehci-pci 0000:00:1d.0, parent: pci0000:00, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443973: device_pm_callback_end: ehci-pci 0000:00:1d.0, err=0
 analyze_suspend-2804  [006] ....   134.443973: device_pm_callback_start: lpc_ich 0000:00:1f.0, parent: pci0000:00, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443974: device_pm_callback_end: lpc_ich 0000:00:1f.0, err=0
 analyze_suspend-2804  [006] ....   134.443974: device_pm_callback_start: ahci 0000:00:1f.2, parent: pci0000:00, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443974: device_pm_callback_end: ahci 0000:00:1f.2, err=0
 analyze_suspend-2804  [006] ....   134.443974: device_pm_callback_start: pci 0000:00:1f.3, parent: pci0000:00, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443975: device_pm_callback_end: pci 0000:00:1f.3, err=0
 analyze_suspend-2804  [006] ....   134.443975: device_pm_callback_start: ath9k 0000:01:00.0, parent: 0000:00:1c.0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443976: device_pm_callback_end: ath9k 0000:01:00.0, err=0
 analyze_suspend-2804  [006] ....   134.443976: device_pm_callback_start: r8169 0000:02:00.0, parent: 0000:00:1c.3, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.443976: device_pm_callback_end: r8169 0000:02:00.0, err=0
 analyze_suspend-2804  [006] ....   134.444004: device_pm_callback_start: usb usb1, parent: 0000:00:1a.0, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444004: device_pm_callback_end: usb usb1, err=0
 analyze_suspend-2804  [006] ....   134.444005: device_pm_callback_start: usb usb2, parent: 0000:00:1d.0, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444005: device_pm_callback_end: usb usb2, err=0
 analyze_suspend-2804  [006] ....   134.444006: device_pm_callback_start: usb usb3, parent: 0000:00:14.0, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444006: device_pm_callback_end: usb usb3, err=0
 analyze_suspend-2804  [006] ....   134.444007: device_pm_callback_start: usb 1-1, parent: usb1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444007: device_pm_callback_end: usb 1-1, err=0
 analyze_suspend-2804  [006] ....   134.444009: device_pm_callback_start: usb usb4, parent: 0000:00:14.0, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444009: device_pm_callback_end: usb usb4, err=0
 analyze_suspend-2804  [006] ....   134.444011: device_pm_callback_start: usb 2-1, parent: usb2, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444011: device_pm_callback_end: usb 2-1, err=0
 analyze_suspend-2804  [006] ....   134.444014: device_pm_callback_start: usb 3-3, parent: usb3, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444014: device_pm_callback_end: usb 3-3, err=0
 analyze_suspend-2804  [006] ....   134.444016: device_pm_callback_start: usb 1-1.1, parent: 1-1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444016: device_pm_callback_end: usb 1-1.1, err=0
 analyze_suspend-2804  [006] ....   134.444017: device_pm_callback_start: usb 1-1.2, parent: 1-1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444017: device_pm_callback_end: usb 1-1.2, err=0
 analyze_suspend-2804  [006] ....   134.444023: device_pm_callback_start: scsi host0, parent: ata1, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444023: device_pm_callback_end: scsi host0, err=0
 analyze_suspend-2804  [006] ....   134.444024: device_pm_callback_start: scsi host1, parent: ata2, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444024: device_pm_callback_end: scsi host1, err=0
 analyze_suspend-2804  [006] ....   134.444024: device_pm_callback_start: scsi host2, parent: ata3, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444024: device_pm_callback_end: scsi host2, err=0
 analyze_suspend-2804  [006] ....   134.444025: device_pm_callback_start: scsi host3, parent: ata4, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444025: device_pm_callback_end: scsi host3, err=0
 analyze_suspend-2804  [006] ....   134.444025: device_pm_callback_start: scsi host4, parent: ata5, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444026: device_pm_callback_end: scsi host4, err=0
 analyze_suspend-2804  [006] ....   134.444026: device_pm_callback_start: scsi host5, parent: ata6, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444026: device_pm_callback_end: scsi host5, err=0
 analyze_suspend-2804  [006] ....   134.444027: device_pm_callback_start: usb 1-1.4, parent: 1-1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444027: device_pm_callback_end: usb 1-1.4, err=0
 analyze_suspend-2804  [006] ....   134.444028: device_pm_callback_start: usb 1-1.5, parent: 1-1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444028: device_pm_callback_end: usb 1-1.5, err=0
 analyze_suspend-2804  [006] ....   134.444029: device_pm_callback_start: usb 4-3, parent: usb4, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444030: device_pm_callback_end: usb 4-3, err=0
 analyze_suspend-2804  [006] ....   134.444031: device_pm_callback_start: scsi target0:0:0, parent: host0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444031: device_pm_callback_end: scsi target0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444032: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444032: device_pm_callback_end: sd 0:0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444033: device_pm_callback_start: scsi target5:0:0, parent: host5, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444034: device_pm_callback_end: scsi target5:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444034: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444035: device_pm_callback_end: sr 5:0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444037: device_pm_callback_start: usb 2-1.8, parent: 2-1, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444037: device_pm_callback_end: usb 2-1.8, err=0
 analyze_suspend-2804  [006] ....   134.444038: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444038: device_pm_callback_end: scsi host6, err=0
 analyze_suspend-2804  [006] ....   134.444039: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444039: device_pm_callback_end: usb 1-1.4.3, err=0
 analyze_suspend-2804  [006] ....   134.444040: device_pm_callback_start: usb 4-3.4, parent: 4-3, preparing type [suspend]
 analyze_suspend-2804  [006] ....   134.444040: device_pm_callback_end: usb 4-3.4, err=0
 analyze_suspend-2804  [006] ....   134.444041: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444041: device_pm_callback_end: scsi host7, err=0
 analyze_suspend-2804  [006] ....   134.444042: device_pm_callback_start: scsi target6:0:0, parent: host6, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444042: device_pm_callback_end: scsi target6:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444042: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444042: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444043: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444043: device_pm_callback_end: sd 6:0:0:1, err=0
 analyze_suspend-2804  [006] ....   134.444044: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444044: device_pm_callback_end: sd 6:0:0:2, err=0
 analyze_suspend-2804  [006] ....   134.444045: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444045: device_pm_callback_end: sd 6:0:0:3, err=0
 analyze_suspend-2804  [006] ....   134.444047: device_pm_callback_start: scsi target7:0:0, parent: host7, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444047: device_pm_callback_end: scsi target7:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444048: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, preparing bus [suspend]
 analyze_suspend-2804  [006] ....   134.444048: device_pm_callback_end: sd 7:0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.444062: suspend_resume: dpm_prepare[2] end
 analyze_suspend-2804  [006] ....   134.444063: suspend_resume: dpm_suspend[2] begin
 analyze_suspend-2804  [006] ....   134.444074: device_pm_callback_start: tuner 7-0061, parent: i2c-7, bus [suspend]
 analyze_suspend-2804  [006] ....   134.444075: device_pm_callback_end: tuner 7-0061, err=0
 analyze_suspend-2804  [006] ....   134.444077: device_pm_callback_start: au8522 7-0047, parent: i2c-7, bus [suspend]
 analyze_suspend-2804  [006] ....   134.444077: device_pm_callback_end: au8522 7-0047, err=0
 analyze_suspend-2804  [006] ....   134.444079: device_pm_callback_start: input input16, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444079: device_pm_callback_end: input input16, err=0
 analyze_suspend-2804  [006] ....   134.444081: device_pm_callback_start: input input15, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444081: device_pm_callback_end: input input15, err=0
 analyze_suspend-2804  [006] ....   134.444083: device_pm_callback_start: input input14, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444083: device_pm_callback_end: input input14, err=0
 analyze_suspend-2804  [006] ....   134.444084: device_pm_callback_start: input input13, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444085: device_pm_callback_end: input input13, err=0
 analyze_suspend-2804  [006] ....   134.444086: device_pm_callback_start: input input12, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444086: device_pm_callback_end: input input12, err=0
 analyze_suspend-2804  [006] ....   134.444088: device_pm_callback_start: input input11, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444088: device_pm_callback_end: input input11, err=0
 analyze_suspend-2804  [006] ....   134.444089: device_pm_callback_start: input input10, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444089: device_pm_callback_end: input input10, err=0
 analyze_suspend-2804  [006] ....   134.444091: device_pm_callback_start: input input9, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444091: device_pm_callback_end: input input9, err=0
 analyze_suspend-2804  [006] ....   134.444092: device_pm_callback_start: input input8, parent: card0, type [suspend]
 analyze_suspend-2804  [006] ....   134.444092: device_pm_callback_end: input input8, err=0
 analyze_suspend-2804  [006] ....   134.444097: device_pm_callback_start: i2c i2c-7, parent: 1-1.1, bus [suspend]
 analyze_suspend-2804  [006] ....   134.444097: device_pm_callback_end: i2c i2c-7, err=0
 analyze_suspend-2804  [006] ....   134.444099: device_pm_callback_start: leds ath9k-phy0, parent: 0000:01:00.0, class [suspend]
 analyze_suspend-2804  [006] ....   134.444099: device_pm_callback_end: leds ath9k-phy0, err=0
 analyze_suspend-2804  [006] ....   134.444101: device_pm_callback_start: rfkill rfkill1, parent: phy0, legacy class [suspend]
 analyze_suspend-2804  [006] ....   134.444102: device_pm_callback_end: rfkill rfkill1, err=0
 analyze_suspend-2804  [006] ....   134.444103: device_pm_callback_start: ieee80211 phy0, parent: 0000:01:00.0, legacy class [suspend]
 analyze_suspend-2804  [006] ....   134.456394: device_pm_callback_end: ieee80211 phy0, err=0
 analyze_suspend-2804  [006] ....   134.456399: device_pm_callback_start: coretemp coretemp.0, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456399: device_pm_callback_end: coretemp coretemp.0, err=0
 analyze_suspend-2804  [006] ....   134.456401: device_pm_callback_start: input input7, parent: LNXVIDEO:00, type [suspend]
 analyze_suspend-2804  [006] .N..   134.456410: device_pm_callback_end: input input7, err=0
 analyze_suspend-2804  [006] ....   134.456417: device_pm_callback_start: backlight acpi_video0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456418: device_pm_callback_end: backlight acpi_video0, err=0
 analyze_suspend-2804  [006] ....   134.456420: device_pm_callback_start: rfkill rfkill0, parent: hci0, legacy class [suspend]
 analyze_suspend-2804  [006] ....   134.456420: device_pm_callback_end: rfkill rfkill0, err=0
 analyze_suspend-2804  [006] ....   134.456422: device_pm_callback_start: i2c i2c-6, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456423: device_pm_callback_end: i2c i2c-6, err=0
 analyze_suspend-2804  [006] ....   134.456424: device_pm_callback_start: drm card0-DP-1, parent: card0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456425: device_pm_callback_end: drm card0-DP-1, err=0
 analyze_suspend-2804  [006] ....   134.456426: device_pm_callback_start: drm card0-HDMI-A-1, parent: card0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456426: device_pm_callback_end: drm card0-HDMI-A-1, err=0
 analyze_suspend-2804  [006] ....   134.456427: device_pm_callback_start: drm card0-VGA-1, parent: card0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456428: device_pm_callback_end: drm card0-VGA-1, err=0
 analyze_suspend-2804  [006] ....   134.456429: device_pm_callback_start: i2c i2c-5, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456429: device_pm_callback_end: i2c i2c-5, err=0
 analyze_suspend-2804  [006] ....   134.456430: device_pm_callback_start: i2c i2c-4, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456430: device_pm_callback_end: i2c i2c-4, err=0
 analyze_suspend-2804  [006] ....   134.456431: device_pm_callback_start: i2c i2c-3, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456432: device_pm_callback_end: i2c i2c-3, err=0
 analyze_suspend-2804  [006] ....   134.456433: device_pm_callback_start: i2c i2c-2, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456433: device_pm_callback_end: i2c i2c-2, err=0
 analyze_suspend-2804  [006] ....   134.456434: device_pm_callback_start: i2c i2c-1, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456434: device_pm_callback_end: i2c i2c-1, err=0
 analyze_suspend-2804  [006] ....   134.456435: device_pm_callback_start: i2c i2c-0, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456435: device_pm_callback_end: i2c i2c-0, err=0
 analyze_suspend-2804  [006] ....   134.456437: device_pm_callback_start: drm card0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456437: device_pm_callback_end: drm card0, err=0
 analyze_suspend-2804  [006] ....   134.456438: device_pm_callback_start: drm controlD64, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2804  [006] ....   134.456438: device_pm_callback_end: drm controlD64, err=0
 analyze_suspend-2804  [006] ....   134.456440: device_pm_callback_start: platform regulatory.0, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456440: device_pm_callback_end: platform regulatory.0, err=0
 analyze_suspend-2804  [006] ....   134.456444: device_pm_callback_start: platform iTCO_wdt, parent: 0000:00:1f.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456444: device_pm_callback_end: platform iTCO_wdt, err=0
 analyze_suspend-2804  [006] ....   134.456446: device_pm_callback_start: dcdbas dcdbas, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456446: device_pm_callback_end: dcdbas dcdbas, err=0
   kworker/u16:4-190   [003] ....   134.456457: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, bus [suspend]
   kworker/u16:3-189   [002] ....   134.456464: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, bus [suspend]
   kworker/u16:2-188   [000] ....   134.456466: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, bus [suspend]
   kworker/u16:3-189   [002] ....   134.456466: device_pm_callback_end: sd 6:0:0:3, err=0
   kworker/u16:2-188   [000] ....   134.456469: device_pm_callback_end: sd 6:0:0:2, err=0
   kworker/u16:3-189   [002] ....   134.456469: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, bus [suspend]
   kworker/u16:3-189   [002] ....   134.456470: device_pm_callback_end: sd 6:0:0:1, err=0
   kworker/u16:1-78    [005] ....   134.456474: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, bus [suspend]
   kworker/u16:1-78    [005] ....   134.456477: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-2804  [006] ....   134.456478: device_pm_callback_start: input input5, parent: 0003:04CA:0027.0002, type [suspend]
   kworker/u16:5-191   [001] ....   134.456483: device_pm_callback_start: scsi target6:0:0, parent: host6, bus [suspend]
   kworker/u16:5-191   [001] ....   134.456484: device_pm_callback_end: scsi target6:0:0, err=0
 analyze_suspend-2804  [006] .N..   134.456484: device_pm_callback_end: input input5, err=0
 analyze_suspend-2804  [006] ....   134.456490: device_pm_callback_start: input input4, parent: 0003:04CA:0027.0001, type [suspend]
   kworker/u16:5-191   [001] ....   134.456494: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, bus [suspend]
   kworker/u16:5-191   [001] ....   134.456494: device_pm_callback_end: scsi host6, err=0
 analyze_suspend-2804  [006] .N..   134.456495: device_pm_callback_end: input input4, err=0
   kworker/u16:5-191   [001] ....   134.456502: device_pm_callback_start: usb 2-1.8, parent: 2-1, type [suspend]
   kworker/u16:7-193   [005] ....   134.456503: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, type [suspend]
   kworker/u16:5-191   [001] ....   134.456505: device_pm_callback_end: usb 2-1.8, err=0
   kworker/u16:0-6     [000] ....   134.456506: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, bus [suspend]
   kworker/u16:0-6     [000] ....   134.456507: device_pm_callback_end: sr 5:0:0:0, err=0
   kworker/u16:5-191   [001] ....   134.456513: device_pm_callback_start: scsi target5:0:0, parent: host5, bus [suspend]
   kworker/u16:5-191   [001] ....   134.456513: device_pm_callback_end: scsi target5:0:0, err=0
   kworker/u16:0-6     [000] ....   134.456514: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, bus [suspend]
   kworker/u16:4-190   [005] ....   134.456533: device_pm_callback_end: sd 7:0:0:0, err=0
   kworker/u16:9-2943  [003] ....   134.456535: device_pm_callback_start: usb 1-1.5, parent: 1-1, type [suspend]
 analyze_suspend-2804  [006] ....   134.456537: device_pm_callback_start: rtc rtc0, parent: 00:02, class [suspend]
 analyze_suspend-2804  [006] ....   134.456538: device_pm_callback_end: rtc rtc0, err=0
   kworker/u16:8-194   [000] ....   134.456539: device_pm_callback_start: scsi target7:0:0, parent: host7, bus [suspend]
   kworker/u16:8-194   [000] ....   134.456540: device_pm_callback_end: scsi target7:0:0, err=0
   kworker/u16:8-194   [000] ....   134.456544: device_pm_callback_start: scsi host5, parent: ata6, bus [suspend]
   kworker/u16:8-194   [000] ....   134.456544: device_pm_callback_end: scsi host5, err=0
 analyze_suspend-2804  [006] ....   134.456544: device_pm_callback_start: serio serio1, parent: i8042, bus [suspend]
   kworker/u16:3-189   [002] ....   134.456545: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456545: device_pm_callback_end: serio serio1, err=0
   kworker/u16:3-189   [002] ....   134.456545: device_pm_callback_end: scsi host7, err=0
 analyze_suspend-2804  [006] ....   134.456547: device_pm_callback_start: serio serio0, parent: i8042, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456547: device_pm_callback_end: serio serio0, err=0
   kworker/u16:8-194   [000] ....   134.456548: device_pm_callback_start: scsi host4, parent: ata5, bus [suspend]
   kworker/u16:8-194   [000] ....   134.456548: device_pm_callback_end: scsi host4, err=0
 analyze_suspend-2804  [006] ....   134.456550: device_pm_callback_start: i8042 i8042, parent: platform, bus [suspend]
  kworker/u16:10-2944  [001] ....   134.456551: device_pm_callback_start: scsi host3, parent: ata4, bus [suspend]
  kworker/u16:10-2944  [001] ....   134.456551: device_pm_callback_end: scsi host3, err=0
   kworker/u16:8-194   [000] ....   134.456551: device_pm_callback_start: scsi host2, parent: ata3, bus [suspend]
   kworker/u16:8-194   [000] ....   134.456552: device_pm_callback_end: scsi host2, err=0
   kworker/u16:3-189   [002] ....   134.456552: device_pm_callback_start: scsi host1, parent: ata2, bus [suspend]
   kworker/u16:3-189   [002] ....   134.456552: device_pm_callback_end: scsi host1, err=0
   kworker/u16:2-188   [003] ....   134.456554: device_pm_callback_start: usb 4-3.4, parent: 4-3, type [suspend]
  kworker/u16:10-2944  [001] ....   134.456555: device_pm_callback_start:  ata6, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:8-194   [000] ....   134.456556: device_pm_callback_start:  ata5, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:3-189   [002] ....   134.456556: device_pm_callback_start:  ata4, parent: 0000:00:1f.2, type [suspend]
  kworker/u16:11-2945  [004] ....   134.456567: device_pm_callback_start:  ata3, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:8-194   [001] ....   134.456571: device_pm_callback_end:  ata5, err=0
 analyze_suspend-2804  [006] .N..   134.456572: device_pm_callback_end: i8042 i8042, err=0
   kworker/u16:8-194   [001] ....   134.456574: device_pm_callback_start:  ata2, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-2804  [006] ....   134.456584: device_pm_callback_start: platform Fixed MDIO bus.0, parent: platform, bus [suspend]
   kworker/u16:3-189   [003] ....   134.456584: device_pm_callback_end:  ata4, err=0
 analyze_suspend-2804  [006] ....   134.456585: device_pm_callback_end: platform Fixed MDIO bus.0, err=0
   kworker/u16:3-189   [003] ....   134.456592: device_pm_callback_start: usb 1-1.2, parent: 1-1, type [suspend]
  kworker/u16:10-2944  [001] ....   134.456594: device_pm_callback_end:  ata6, err=0
  kworker/u16:11-2945  [004] ....   134.456610: device_pm_callback_end:  ata3, err=0
  kworker/u16:10-2944  [001] ....   134.456613: device_pm_callback_start: usb 3-3, parent: usb3, type [suspend]
 analyze_suspend-2804  [006] ....   134.456614: device_pm_callback_start: serial8250 serial8250, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456615: device_pm_callback_end: serial8250 serial8250, err=0
   kworker/u16:8-194   [003] ....   134.456618: device_pm_callback_end:  ata2, err=0
   kworker/u16:8-194   [003] ....   134.456620: device_pm_callback_start: usb 2-1, parent: usb2, type [suspend]
 analyze_suspend-2804  [006] ....   134.456622: device_pm_callback_start: input input1, parent: LNXPWRBN:00, type [suspend]
  kworker/u16:13-2947  [000] ....   134.456624: device_pm_callback_start: usb 1-1.1, parent: 1-1, type [suspend]
 analyze_suspend-2804  [006] .N..   134.456628: device_pm_callback_end: input input1, err=0
 analyze_suspend-2804  [006] ....   134.456634: device_pm_callback_start: input input0, parent: PNP0C0C:00, type [suspend]
 analyze_suspend-2804  [006] .N..   134.456639: device_pm_callback_end: input input0, err=0
 analyze_suspend-2804  [006] ....   134.456650: device_pm_callback_start: alarmtimer alarmtimer, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456651: device_pm_callback_end: alarmtimer alarmtimer, err=0
 analyze_suspend-2804  [006] ....   134.456654: device_pm_callback_start: vesa-framebuffer vesa-framebuffer.0, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456655: device_pm_callback_end: vesa-framebuffer vesa-framebuffer.0, err=0
 analyze_suspend-2804  [006] ....   134.456656: device_pm_callback_start: platform pcspkr, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456656: device_pm_callback_end: platform pcspkr, err=0
 analyze_suspend-2804  [006] ....   134.456657: device_pm_callback_start: platform microcode, parent: platform, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456658: device_pm_callback_end: platform microcode, err=0
 analyze_suspend-2804  [006] ....   134.456673: device_pm_callback_start: system 00:07, parent: pnp0, bus [suspend]
 analyze_suspend-2804  [006] ....   134.456674: device_pm_callback_end: system 00:07, err=0
 analyze_suspend-2804  [006] ....   134.456675: device_pm_callback_start: system 00:06, parent: pnp0, bus [suspend]
