# suspend-061314-131149 skynet standby 3.15.0-latest
# tracer: nop
#
# entries-in-buffer/entries-written: 744/744   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-2613  [006] ...1    77.795478: tracing_mark_write: SUSPEND START
 analyze_suspend-2475  [007] ....    77.919200: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919200: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-2475  [007] ....    77.919201: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919201: device_pm_callback_end: sd 6:0:0:1, err=0
 analyze_suspend-2475  [007] ....    77.919202: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919202: device_pm_callback_end: sd 6:0:0:2, err=0
 analyze_suspend-2475  [007] ....    77.919203: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919204: device_pm_callback_end: sd 6:0:0:3, err=0
 analyze_suspend-2475  [007] ....    77.919205: device_pm_callback_start: scsi target7:0:0, parent: host7, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919205: device_pm_callback_end: scsi target7:0:0, err=0
 analyze_suspend-2475  [007] ....    77.919205: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, preparing bus [suspend]
 analyze_suspend-2475  [007] ....    77.919205: device_pm_callback_end: sd 7:0:0:0, err=0
 analyze_suspend-2475  [007] ....    77.919218: device_pm_callback_start: usb 1-1.5, parent: 1-1, preparing type [suspend]
 analyze_suspend-2475  [007] ....    77.919218: device_pm_callback_end: usb 1-1.5, err=0
 analyze_suspend-2475  [007] ....    77.919222: suspend_resume: dpm_prepare[2] end
 analyze_suspend-2475  [007] ....    77.919222: suspend_resume: dpm_suspend[2] begin
 analyze_suspend-2475  [007] ....    77.919233: device_pm_callback_start: tuner 7-0061, parent: i2c-7, bus [suspend]
 analyze_suspend-2475  [007] ....    77.919233: device_pm_callback_end: tuner 7-0061, err=0
 analyze_suspend-2475  [007] ....    77.919235: device_pm_callback_start: au8522 7-0047, parent: i2c-7, bus [suspend]
 analyze_suspend-2475  [007] ....    77.919235: device_pm_callback_end: au8522 7-0047, err=0
 analyze_suspend-2475  [007] ....    77.919236: device_pm_callback_start: i2c i2c-7, parent: 1-1.1, bus [suspend]
 analyze_suspend-2475  [007] ....    77.919237: device_pm_callback_end: i2c i2c-7, err=0
 analyze_suspend-2475  [007] ....    77.919241: device_pm_callback_start: rfkill rfkill1, parent: hci0, legacy class [suspend]
 analyze_suspend-2475  [007] ....    77.919241: device_pm_callback_end: rfkill rfkill1, err=0
 analyze_suspend-2475  [007] ....    77.919244: device_pm_callback_start: leds ath9k-phy0, parent: 0000:01:00.0, class [suspend]
 analyze_suspend-2475  [007] ....    77.919245: device_pm_callback_end: leds ath9k-phy0, err=0
 analyze_suspend-2475  [007] ....    77.919249: device_pm_callback_start: rfkill rfkill0, parent: phy0, legacy class [suspend]
 analyze_suspend-2475  [007] ....    77.919250: device_pm_callback_end: rfkill rfkill0, err=0
   kworker/u16:2-188   [002] ....    77.919251: device_pm_callback_start: usb 1-1.5, parent: 1-1, type [suspend]
 analyze_suspend-2475  [007] ....    77.919252: device_pm_callback_start: ieee80211 phy0, parent: 0000:01:00.0, legacy class [suspend]
   kworker/u16:2-188   [002] ....    77.921955: device_pm_callback_end: usb 1-1.5, err=0
 analyze_suspend-2475  [007] ....    77.931661: device_pm_callback_end: ieee80211 phy0, err=0
 analyze_suspend-2475  [007] ....    77.931665: device_pm_callback_start: coretemp coretemp.0, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931665: device_pm_callback_end: coretemp coretemp.0, err=0
 analyze_suspend-2475  [007] ....    77.931667: device_pm_callback_start: input input16, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931668: device_pm_callback_end: input input16, err=0
 analyze_suspend-2475  [007] ....    77.931669: device_pm_callback_start: input input15, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931669: device_pm_callback_end: input input15, err=0
 analyze_suspend-2475  [007] ....    77.931671: device_pm_callback_start: input input14, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931671: device_pm_callback_end: input input14, err=0
 analyze_suspend-2475  [007] ....    77.931672: device_pm_callback_start: input input13, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931672: device_pm_callback_end: input input13, err=0
 analyze_suspend-2475  [007] ....    77.931674: device_pm_callback_start: input input12, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931674: device_pm_callback_end: input input12, err=0
 analyze_suspend-2475  [007] ....    77.931675: device_pm_callback_start: input input11, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931676: device_pm_callback_end: input input11, err=0
 analyze_suspend-2475  [007] ....    77.931677: device_pm_callback_start: input input10, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931677: device_pm_callback_end: input input10, err=0
 analyze_suspend-2475  [007] ....    77.931679: device_pm_callback_start: input input9, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931679: device_pm_callback_end: input input9, err=0
 analyze_suspend-2475  [007] ....    77.931680: device_pm_callback_start: input input8, parent: card0, type [suspend]
 analyze_suspend-2475  [007] ....    77.931680: device_pm_callback_end: input input8, err=0
 analyze_suspend-2475  [007] ....    77.931685: device_pm_callback_start: input input7, parent: LNXVIDEO:00, type [suspend]
 analyze_suspend-2475  [007] .N..    77.931693: device_pm_callback_end: input input7, err=0
 analyze_suspend-2475  [007] ....    77.931699: device_pm_callback_start: backlight acpi_video0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931700: device_pm_callback_end: backlight acpi_video0, err=0
 analyze_suspend-2475  [007] ....    77.931702: device_pm_callback_start: i2c i2c-6, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931702: device_pm_callback_end: i2c i2c-6, err=0
 analyze_suspend-2475  [007] ....    77.931704: device_pm_callback_start: drm card0-DP-1, parent: card0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931704: device_pm_callback_end: drm card0-DP-1, err=0
 analyze_suspend-2475  [007] ....    77.931706: device_pm_callback_start: drm card0-HDMI-A-1, parent: card0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931706: device_pm_callback_end: drm card0-HDMI-A-1, err=0
 analyze_suspend-2475  [007] ....    77.931707: device_pm_callback_start: drm card0-VGA-1, parent: card0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931707: device_pm_callback_end: drm card0-VGA-1, err=0
 analyze_suspend-2475  [007] ....    77.931708: device_pm_callback_start: i2c i2c-5, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931708: device_pm_callback_end: i2c i2c-5, err=0
 analyze_suspend-2475  [007] ....    77.931709: device_pm_callback_start: i2c i2c-4, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931710: device_pm_callback_end: i2c i2c-4, err=0
 analyze_suspend-2475  [007] ....    77.931711: device_pm_callback_start: i2c i2c-3, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931711: device_pm_callback_end: i2c i2c-3, err=0
 analyze_suspend-2475  [007] ....    77.931712: device_pm_callback_start: i2c i2c-2, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931713: device_pm_callback_end: i2c i2c-2, err=0
 analyze_suspend-2475  [007] ....    77.931714: device_pm_callback_start: i2c i2c-1, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931714: device_pm_callback_end: i2c i2c-1, err=0
 analyze_suspend-2475  [007] ....    77.931715: device_pm_callback_start: i2c i2c-0, parent: 0000:00:02.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931715: device_pm_callback_end: i2c i2c-0, err=0
 analyze_suspend-2475  [007] ....    77.931716: device_pm_callback_start: drm card0, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931716: device_pm_callback_end: drm card0, err=0
 analyze_suspend-2475  [007] ....    77.931718: device_pm_callback_start: drm controlD64, parent: 0000:00:02.0, class [suspend]
 analyze_suspend-2475  [007] ....    77.931718: device_pm_callback_end: drm controlD64, err=0
 analyze_suspend-2475  [007] ....    77.931719: device_pm_callback_start: platform regulatory.0, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931720: device_pm_callback_end: platform regulatory.0, err=0
 analyze_suspend-2475  [007] ....    77.931723: device_pm_callback_start: platform iTCO_wdt, parent: 0000:00:1f.0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931723: device_pm_callback_end: platform iTCO_wdt, err=0
 analyze_suspend-2475  [007] ....    77.931725: device_pm_callback_start: dcdbas dcdbas, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931726: device_pm_callback_end: dcdbas dcdbas, err=0
   kworker/u16:2-188   [002] ....    77.931734: device_pm_callback_start: sd 7:0:0:0, parent: target7:0:0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931749: device_pm_callback_start: sd 6:0:0:3, parent: target6:0:0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931753: device_pm_callback_end: sd 6:0:0:3, err=0
   kworker/u16:4-190   [000] ....    77.931757: device_pm_callback_start: sd 6:0:0:2, parent: target6:0:0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931758: device_pm_callback_end: sd 6:0:0:2, err=0
 analyze_suspend-2475  [007] ....    77.931758: device_pm_callback_start: input input5, parent: 0003:04CA:0027.0002, type [suspend]
 analyze_suspend-2475  [007] .N..    77.931763: device_pm_callback_end: input input5, err=0
   kworker/u16:5-191   [002] ....    77.931767: device_pm_callback_start: sd 6:0:0:0, parent: target6:0:0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931768: device_pm_callback_start: input input4, parent: 0003:04CA:0027.0001, type [suspend]
   kworker/u16:5-191   [002] ....    77.931769: device_pm_callback_end: sd 6:0:0:0, err=0
 analyze_suspend-2475  [007] .N..    77.931774: device_pm_callback_end: input input4, err=0
   kworker/u16:4-190   [000] ....    77.931779: device_pm_callback_start: sd 6:0:0:1, parent: target6:0:0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931781: device_pm_callback_end: sd 6:0:0:1, err=0
   kworker/u16:8-197   [003] ....    77.931783: device_pm_callback_start: usb 1-1.4.3, parent: 1-1.4, type [suspend]
   kworker/u16:0-6     [006] ....    77.931787: device_pm_callback_start: scsi target6:0:0, parent: host6, bus [suspend]
   kworker/u16:0-6     [006] ....    77.931787: device_pm_callback_end: scsi target6:0:0, err=0
   kworker/u16:4-190   [000] ....    77.931791: device_pm_callback_start: scsi host6, parent: 2-1.8:1.0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931791: device_pm_callback_end: scsi host6, err=0
   kworker/u16:4-190   [000] ....    77.931809: device_pm_callback_start: usb 2-1.8, parent: 2-1, type [suspend]
   kworker/u16:4-190   [000] ....    77.931812: device_pm_callback_end: usb 2-1.8, err=0
   kworker/u16:4-190   [000] ....    77.931815: device_pm_callback_start: sr 5:0:0:0, parent: target5:0:0, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931816: device_pm_callback_end: sr 5:0:0:0, err=0
   kworker/u16:4-190   [000] ....    77.931818: device_pm_callback_start: scsi target5:0:0, parent: host5, bus [suspend]
   kworker/u16:4-190   [000] ....    77.931819: device_pm_callback_end: scsi target5:0:0, err=0
   kworker/u16:4-190   [000] ....    77.931822: device_pm_callback_start: sd 0:0:0:0, parent: target0:0:0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931832: device_pm_callback_start: rtc rtc0, parent: 00:02, class [suspend]
 analyze_suspend-2475  [007] ....    77.931832: device_pm_callback_end: rtc rtc0, err=0
 analyze_suspend-2475  [007] ....    77.931840: device_pm_callback_start: serio serio1, parent: i8042, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931841: device_pm_callback_end: serio serio1, err=0
 analyze_suspend-2475  [007] ....    77.931843: device_pm_callback_start: serio serio0, parent: i8042, bus [suspend]
   kworker/u16:2-188   [001] ....    77.931843: device_pm_callback_end: sd 7:0:0:0, err=0
 analyze_suspend-2475  [007] ....    77.931844: device_pm_callback_end: serio serio0, err=0
 analyze_suspend-2475  [007] ....    77.931847: device_pm_callback_start: i8042 i8042, parent: platform, bus [suspend]
   kworker/u16:3-189   [003] ....    77.931854: device_pm_callback_start: scsi target7:0:0, parent: host7, bus [suspend]
   kworker/u16:3-189   [003] ....    77.931854: device_pm_callback_end: scsi target7:0:0, err=0
   kworker/u16:9-2614  [002] ....    77.931855: device_pm_callback_start: scsi host5, parent: ata6, bus [suspend]
   kworker/u16:9-2614  [002] ....    77.931856: device_pm_callback_end: scsi host5, err=0
   kworker/u16:9-2614  [002] ....    77.931858: device_pm_callback_start: scsi host4, parent: ata5, bus [suspend]
   kworker/u16:9-2614  [002] ....    77.931859: device_pm_callback_end: scsi host4, err=0
   kworker/u16:3-189   [003] ....    77.931869: device_pm_callback_start: scsi host3, parent: ata4, bus [suspend]
   kworker/u16:7-193   [001] ....    77.931870: device_pm_callback_start: scsi host7, parent: 4-3.4:1.0, bus [suspend]
   kworker/u16:3-189   [003] ....    77.931870: device_pm_callback_end: scsi host3, err=0
   kworker/u16:9-2614  [002] ....    77.931870: device_pm_callback_start: scsi host2, parent: ata3, bus [suspend]
   kworker/u16:7-193   [001] ....    77.931871: device_pm_callback_end: scsi host7, err=0
   kworker/u16:9-2614  [002] ....    77.931871: device_pm_callback_end: scsi host2, err=0
   kworker/u16:3-189   [003] ....    77.931873: device_pm_callback_start: scsi host1, parent: ata2, bus [suspend]
   kworker/u16:3-189   [003] ....    77.931873: device_pm_callback_end: scsi host1, err=0
   kworker/u16:7-193   [001] ....    77.931875: device_pm_callback_start:  ata6, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:3-189   [003] ....    77.931877: device_pm_callback_start:  ata5, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:1-78    [000] ....    77.931884: device_pm_callback_start:  ata4, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-2475  [007] ....    77.931884: device_pm_callback_end: i8042 i8042, err=0
   kworker/u16:5-191   [002] ....    77.931886: device_pm_callback_start: usb 4-3.4, parent: 4-3, type [suspend]
  kworker/u16:10-2615  [004] ....    77.931887: device_pm_callback_start:  ata3, parent: 0000:00:1f.2, type [suspend]
 analyze_suspend-2475  [007] ....    77.931898: device_pm_callback_start: platform Fixed MDIO bus.0, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931899: device_pm_callback_end: platform Fixed MDIO bus.0, err=0
   kworker/u16:7-193   [001] ....    77.931902: device_pm_callback_end:  ata6, err=0
   kworker/u16:3-189   [000] ....    77.931904: device_pm_callback_end:  ata5, err=0
   kworker/u16:7-193   [001] ....    77.931908: device_pm_callback_start:  ata2, parent: 0000:00:1f.2, type [suspend]
   kworker/u16:1-78    [000] ....    77.931918: device_pm_callback_end:  ata4, err=0
 analyze_suspend-2475  [007] ....    77.931924: device_pm_callback_start: serial8250 serial8250, parent: platform, bus [suspend]
   kworker/u16:1-78    [000] ....    77.931924: device_pm_callback_start: usb 1-1.2, parent: 1-1, type [suspend]
 analyze_suspend-2475  [007] ....    77.931925: device_pm_callback_end: serial8250 serial8250, err=0
  kworker/u16:10-2615  [004] ....    77.931928: device_pm_callback_end:  ata3, err=0
 analyze_suspend-2475  [007] ....    77.931932: device_pm_callback_start: input input1, parent: LNXPWRBN:00, type [suspend]
   kworker/u16:7-193   [001] ....    77.931937: device_pm_callback_end:  ata2, err=0
 analyze_suspend-2475  [007] .N..    77.931937: device_pm_callback_end: input input1, err=0
  kworker/u16:11-2616  [002] ....    77.931939: device_pm_callback_start: usb 1-1.1, parent: 1-1, type [suspend]
 analyze_suspend-2475  [007] ....    77.931943: device_pm_callback_start: input input0, parent: PNP0C0C:00, type [suspend]
 analyze_suspend-2475  [007] .N..    77.931956: device_pm_callback_end: input input0, err=0
  kworker/u16:10-2615  [004] ....    77.931956: device_pm_callback_start: usb 3-3, parent: usb3, type [suspend]
   kworker/u16:7-193   [001] ....    77.931961: device_pm_callback_start: usb 2-1, parent: usb2, type [suspend]
 analyze_suspend-2475  [007] ....    77.931963: device_pm_callback_start: alarmtimer alarmtimer, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931964: device_pm_callback_end: alarmtimer alarmtimer, err=0
 analyze_suspend-2475  [007] ....    77.931966: device_pm_callback_start: vesa-framebuffer vesa-framebuffer.0, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931966: device_pm_callback_end: vesa-framebuffer vesa-framebuffer.0, err=0
 analyze_suspend-2475  [007] ....    77.931967: device_pm_callback_start: platform pcspkr, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931968: device_pm_callback_end: platform pcspkr, err=0
 analyze_suspend-2475  [007] ....    77.931969: device_pm_callback_start: platform microcode, parent: platform, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931969: device_pm_callback_end: platform microcode, err=0
 analyze_suspend-2475  [007] ....    77.931984: device_pm_callback_start: system 00:07, parent: pnp0, bus [suspend]
 analyze_suspend-2475  [007] ....    77.931986: device_pm_callback_end: system 00:07, err=0
